Date,Open,High,Low,Close,Adj Close,Volume
2021-06-01,379.929993,380.200012,375.500000,378.230011,377.522339,2117800
2021-06-02,378.380005,381.920013,377.709991,380.589996,379.877899,1881000
2021-06-03,379.640015,384.190002,378.859985,383.869995,383.151764,1780300
2021-06-04,384.190002,387.760010,383.709991,387.519989,386.794922,1765900
2021-06-07,385.470001,386.450012,378.570007,380.399994,379.688232,2515800
2021-06-08,380.410004,381.209991,377.690002,379.700012,378.989563,1553800
2021-06-09,380.209991,381.779999,379.130005,379.959991,379.249054,1398900
2021-06-10,380.269989,383.359985,379.489990,383.010010,382.293365,1404000
2021-06-11,383.859985,383.859985,380.529999,381.829987,381.115570,1404200
2021-06-14,380.790009,383.980011,379.079987,383.760010,383.041962,1652600
2021-06-15,383.760010,384.500000,381.559998,383.910004,383.191681,1252000
2021-06-16,384.399994,386.440002,377.119995,379.410004,378.700104,1801700
2021-06-17,380.380005,386.470001,379.209991,384.750000,384.030121,1686500
2021-06-18,384.750000,384.910004,380.299988,380.880005,380.167358,3415700
2021-06-21,382.250000,387.649994,380.559998,386.799988,386.076263,1631600
2021-06-22,387.019989,392.500000,386.559998,392.179993,391.446198,1934800
2021-06-23,393.000000,393.440002,390.589996,391.970001,391.236603,1538000
2021-06-24,393.420013,395.500000,391.799988,392.070007,391.336426,1487300
2021-06-25,392.970001,394.549988,391.250000,394.510010,393.771851,2056100
2021-06-28,395.000000,397.420013,393.130005,396.540009,395.798065,1645500
2021-06-29,396.299988,399.440002,395.470001,398.790009,398.043854,1523600
2021-06-30,397.970001,400.470001,395.000000,395.670013,394.929688,2031700
2021-07-01,396.299988,397.690002,393.880005,394.529999,393.791809,1523400
2021-07-02,396.209991,400.769989,396.109985,398.940002,398.193573,1676600
2021-07-06,399.839996,401.399994,397.109985,398.859985,398.113708,2113100
2021-07-07,399.200012,406.119995,399.200012,404.679993,403.922821,2308600
2021-07-08,403.500000,408.640015,403.160004,407.149994,406.388184,2235500
2021-07-09,408.549988,414.000000,407.589996,412.369995,411.598419,2304200
2021-07-12,414.040009,414.350006,404.529999,407.880005,407.116852,2491300
2021-07-13,404.700012,409.290009,404.700012,407.059998,406.298370,1540300
2021-07-14,408.579987,410.470001,407.260010,409.950012,409.182983,1265800
2021-07-15,410.459991,412.200012,407.880005,411.820007,411.049469,1894100
2021-07-16,412.119995,413.420013,409.769989,410.369995,409.602173,1413900
2021-07-19,410.059998,415.320007,410.049988,414.149994,413.375092,2293100
2021-07-20,414.000000,418.070007,412.850006,416.239990,415.461182,2045400
2021-07-21,417.109985,417.109985,412.220001,415.010010,414.233521,1480000
2021-07-22,416.000000,418.600006,413.549988,417.540009,416.758759,1339200
2021-07-23,418.290009,423.989990,417.049988,423.429993,422.637726,1344500
2021-07-26,423.399994,424.500000,420.350006,423.230011,422.438141,1220000
2021-07-27,424.000000,424.559998,421.600006,424.339996,423.546021,1666500
2021-07-28,423.269989,424.859985,420.540009,422.220001,421.429993,1362700
2021-07-29,421.679993,425.850006,420.359985,425.279999,425.279999,1434200
2021-07-30,425.980011,431.500000,425.940002,429.720001,429.720001,2283900
2021-08-02,430.619995,430.709991,425.480011,428.920013,428.920013,1366900
2021-08-03,429.920013,436.799988,429.119995,435.070007,435.070007,1448100
2021-08-04,436.000000,437.989990,432.890015,435.040009,435.040009,1280500
2021-08-05,437.750000,443.500000,436.730011,443.190002,443.190002,1742600
2021-08-06,442.730011,443.459991,438.899994,439.630005,439.630005,1789200
2021-08-09,440.649994,442.779999,439.309998,440.470001,440.470001,1472500
2021-08-10,440.660004,443.799988,440.660004,443.029999,443.029999,1892500
2021-08-11,445.500000,448.000000,441.799988,444.299988,444.299988,2267500
2021-08-12,443.000000,446.630005,442.250000,445.359985,445.359985,1230700
